sample_index,task,doc_id,mode,prompt_tokens,generated_tokens,prefill_s,decode_s,decode_steps,decode_tps,ptq_routes,fp_routes,avg_route_score
71,mmlu_abstract_algebra,71,ptq,42,8,0.11499808600638062,0.5591789460158907,7,12.518354007915518,7,0,0.8058035714285714
71,mmlu_abstract_algebra,71,fp,42,8,0.1149255100172013,0.704044186975807,7,9.94255776767111,0,7,0.8058035714285714
72,mmlu_abstract_algebra,72,auto,44,8,0.11556887399638072,0.560518286016304,7,12.488441812933804,7,0,0.7728794642857143
72,mmlu_abstract_algebra,72,ptq,44,8,0.11527370498515666,0.5608968509477563,7,12.48001301517737,7,0,0.7728794642857143
72,mmlu_abstract_algebra,72,fp,44,8,0.11504800798138604,0.703582304995507,7,9.949084777003739,0,7,0.7745535714285714
73,mmlu_abstract_algebra,73,auto,36,8,0.11191656597657129,0.5617384280776605,7,12.461315890306597,7,0,0.7935267857142857
73,mmlu_abstract_algebra,73,ptq,36,8,0.11179551004897803,0.5610425219638273,7,12.47677266154047,7,0,0.7935267857142857
73,mmlu_abstract_algebra,73,fp,36,8,0.1117292380076833,0.7038562999223359,7,9.945211829136694,0,7,0.7935267857142857
74,mmlu_abstract_algebra,74,auto,78,8,0.12460493098478764,0.5608327339286916,7,12.481439788587718,7,0,0.7628348214285714
74,mmlu_abstract_algebra,74,ptq,78,8,0.124383234011475,0.5609156800783239,7,12.47959407913601,7,0,0.7628348214285714
74,mmlu_abstract_algebra,74,fp,78,8,0.12440185900777578,0.7067329969722778,7,9.904730683283182,0,7,0.7628348214285714
75,mmlu_abstract_algebra,75,auto,65,8,0.1234145569615066,0.5611855119932443,7,12.473593580734258,7,0,0.7706473214285714
75,mmlu_abstract_algebra,75,ptq,65,8,0.1232559320051223,0.5610834320541471,7,12.475862946750615,7,0,0.7706473214285714
75,mmlu_abstract_algebra,75,fp,65,8,0.12352937494870275,0.705630918906536,7,9.920200224286349,0,7,0.7706473214285714
76,mmlu_abstract_algebra,76,auto,78,8,0.12440509302541614,0.5605105059803464,7,12.488615155851239,7,0,0.76171875
76,mmlu_abstract_algebra,76,ptq,78,8,0.12436778098344803,0.5596307269879617,7,12.5082481401179,7,0,0.76171875
76,mmlu_abstract_algebra,76,fp,78,8,0.12438544601900503,0.7072268088813871,7,9.89781483407257,0,7,0.76171875
77,mmlu_abstract_algebra,77,auto,32,8,0.11055400298209861,0.5604932319838554,7,12.489000045948156,7,0,0.7901785714285714
77,mmlu_abstract_algebra,77,ptq,32,8,0.110487379017286,0.5605594119988382,7,12.487525586341432,7,0,0.7901785714285714
77,mmlu_abstract_algebra,77,fp,32,8,0.11052866000682116,0.7031824730802327,7,9.954741860014057,0,7,0.7901785714285714
78,mmlu_abstract_algebra,78,auto,77,8,0.1242324219783768,0.5618138861027546,7,12.459642193179459,7,0,0.7779017857142857
78,mmlu_abstract_algebra,78,ptq,77,8,0.12408173398580402,0.5601069668773562,7,12.49761280247163,7,0,0.7779017857142857
78,mmlu_abstract_algebra,78,fp,77,8,0.12401952600339428,0.7075440450571477,7,9.893377025644552,0,7,0.7779017857142857
79,mmlu_abstract_algebra,79,auto,84,8,0.1264206289779395,0.5618352380115539,7,12.459168678658152,7,0,0.7728794642857143
79,mmlu_abstract_algebra,79,ptq,84,8,0.1263088210253045,0.5622661539237015,7,12.44962007965695,7,0,0.7728794642857143
79,mmlu_abstract_algebra,79,fp,84,8,0.12652437499491498,0.7080320560489781,7,9.886558016966077,0,7,0.7728794642857143
80,mmlu_abstract_algebra,80,auto,64,8,0.1204597310279496,0.5617813569260761,7,12.460363651620996,7,0,0.7672991071428571
80,mmlu_abstract_algebra,80,ptq,64,8,0.12024731398560107,0.560678280016873,7,12.484878136869048,7,0,0.7672991071428571
80,mmlu_abstract_algebra,80,fp,64,8,0.12031048303470016,0.7068532099365257,7,9.903046207611604,0,7,0.7672991071428571
81,mmlu_abstract_algebra,81,auto,65,8,0.12381508102407679,0.5604324588784948,7,12.490354348868367,7,0,0.7728794642857143
81,mmlu_abstract_algebra,81,ptq,65,8,0.12372512900037691,0.5603142211330123,7,12.492990068760504,7,0,0.7728794642857143
81,mmlu_abstract_algebra,81,fp,65,8,0.12359543202910572,0.7058094349340536,7,9.917691169223371,0,7,0.796875
82,mmlu_abstract_algebra,82,auto,66,8,0.1235767449834384,0.5618756410549395,7,12.45827277163551,7,0,0.7767857142857143
82,mmlu_abstract_algebra,82,ptq,66,8,0.12415610899915919,0.5616984599037096,7,12.462202586775813,7,0,0.7767857142857143
82,mmlu_abstract_algebra,82,fp,66,8,0.12379649101058021,0.7071952130063437,7,9.898257045946956,0,7,0.7767857142857143
83,mmlu_abstract_algebra,83,auto,89,8,0.128052708983887,0.5614187819301151,7,12.468410792981546,7,0,0.7767857142857143
83,mmlu_abstract_algebra,83,ptq,89,8,0.1279376049642451,0.5616024020710029,7,12.464334152037685,7,0,0.7767857142857143
83,mmlu_abstract_algebra,83,fp,89,8,0.1283466950408183,0.7082151620415971,7,9.884001889794128,0,7,0.7767857142857143
84,mmlu_abstract_algebra,84,auto,88,8,0.12774109304882586,0.5625137719907798,7,12.444139767861074,7,0,0.8002232142857143
84,mmlu_abstract_algebra,84,ptq,88,8,0.12786173401400447,0.5611889659194276,7,12.473516810031189,7,0,0.8002232142857143
84,mmlu_abstract_algebra,84,fp,88,8,0.1279045509872958,0.7083342130063102,7,9.882340668383952,0,7,0.8002232142857143
85,mmlu_abstract_algebra,85,auto,75,8,0.12370699003804475,0.562284562154673,7,12.44921250047488,7,0,0.7689732142857143
85,mmlu_abstract_algebra,85,ptq,75,8,0.12346308497944847,0.561079594946932,7,12.475948266594997,7,0,0.7689732142857143
85,mmlu_abstract_algebra,85,fp,75,8,0.12341194902546704,0.7072264029411599,7,9.897820515310128,0,7,0.7689732142857143
86,mmlu_abstract_algebra,86,auto,83,8,0.12623929500114173,0.5619349659536965,7,12.45695752019959,7,0,0.7723214285714286
86,mmlu_abstract_algebra,86,ptq,83,8,0.12610364600550383,0.5660382890491746,7,12.366654580485234,7,0,0.7723214285714286
86,mmlu_abstract_algebra,86,fp,83,8,0.1260403179912828,0.7076278890599497,7,9.89220479890804,0,7,0.7723214285714286
87,mmlu_abstract_algebra,87,auto,60,8,0.1186741620185785,0.559758894960396,7,12.505384127027162,7,0,0.7885044642857143
87,mmlu_abstract_algebra,87,ptq,60,8,0.11895064398413524,0.5586607150034979,7,12.529966421491032,7,0,0.7885044642857143
87,mmlu_abstract_algebra,87,fp,60,8,0.11892392399022356,0.7066075389157049,7,9.906489266646599,0,7,0.7633928571428571
88,mmlu_abstract_algebra,88,auto,40,8,0.11501878098351881,0.5653943280922249,7,12.380739692985014,7,0,0.7896205357142857
88,mmlu_abstract_algebra,88,ptq,40,8,0.11401160800596699,0.5613622400560416,7,12.469666643950223,7,0,0.7896205357142857
88,mmlu_abstract_algebra,88,fp,40,8,0.1139994150144048,0.7041043639765121,7,9.941708016786997,0,7,0.7896205357142857
89,mmlu_abstract_algebra,89,auto,58,8,0.118460914993193,0.5632466098759323,7,12.427948747959453,7,0,0.7639508928571429
89,mmlu_abstract_algebra,89,ptq,58,8,0.11835294699994847,0.5624486220767722,7,12.44558120553903,7,0,0.7639508928571429
89,mmlu_abstract_algebra,89,fp,58,8,0.11827336298301816,0.7048590939957649,7,9.931062902682871,0,7,0.7639508928571429
90,mmlu_abstract_algebra,90,auto,73,8,0.12710112996865064,0.5600948850042187,7,12.4978823899584,7,0,0.7762276785714286
90,mmlu_abstract_algebra,90,ptq,73,8,0.12647277500946075,0.5622900989837945,7,12.449089913997835,7,0,0.7762276785714286
90,mmlu_abstract_algebra,90,fp,73,8,0.12665376800578088,0.7071588939870708,7,9.898765411169364,0,7,0.7762276785714286
91,mmlu_abstract_algebra,91,auto,46,8,0.11591296701226383,0.5618398300139233,7,12.45906684797788,7,0,0.7767857142857143
91,mmlu_abstract_algebra,91,ptq,46,8,0.11614557600114495,0.5607276650262065,7,12.483778555268614,7,0,0.7767857142857143
91,mmlu_abstract_algebra,91,fp,46,8,0.11590026301564649,0.7041978919878602,7,9.940387609283945,0,7,0.7767857142857143
92,mmlu_abstract_algebra,92,auto,78,8,0.12453782098600641,0.5647125890245661,7,12.395686117235623,7,0,0.7952008928571429
92,mmlu_abstract_algebra,92,ptq,78,8,0.12462115002563223,0.5615757410414517,7,12.464925901212153,7,0,0.7952008928571429
92,mmlu_abstract_algebra,92,fp,78,8,0.12438543699681759,0.7074827189790085,7,9.894234604206206,0,7,0.7952008928571429
93,mmlu_abstract_algebra,93,auto,39,8,0.11399935698136687,0.5611292460816912,7,12.474844340907717,7,0,0.8069196428571429
93,mmlu_abstract_algebra,93,ptq,39,8,0.11379558098269626,0.562014436989557,7,12.455196057766162,7,0,0.8069196428571429
93,mmlu_abstract_algebra,93,fp,39,8,0.1138974369969219,0.7036500330432318,7,9.94812715310414,0,7,0.8080357142857143
94,mmlu_abstract_algebra,94,auto,60,8,0.11886924505233765,0.5611961319227703,7,12.473357533696104,7,0,0.7678571428571429
94,mmlu_abstract_algebra,94,ptq,60,8,0.11892025300767273,0.5604128330014646,7,12.490791765972471,7,0,0.7678571428571429
94,mmlu_abstract_algebra,94,fp,60,8,0.11864287598291412,0.7064607769716531,7,9.908547265718726,0,7,0.7678571428571429
95,mmlu_abstract_algebra,95,auto,92,8,0.12939423799980432,0.5613680440583266,7,12.469537719665237,7,0,0.7667410714285714
95,mmlu_abstract_algebra,95,ptq,92,8,0.12924140598624945,0.5601778299896978,7,12.496031840690192,7,0,0.7667410714285714
95,mmlu_abstract_algebra,95,fp,92,8,0.12954649701714516,0.7088354229927063,7,9.875352970434193,0,7,0.7845982142857143
96,mmlu_abstract_algebra,96,auto,53,8,0.11487719096476212,0.5620834459550679,7,12.453666889452514,7,0,0.8024553571428571
96,mmlu_abstract_algebra,96,ptq,53,8,0.11503709602402523,0.559174470952712,7,12.518454192076256,7,0,0.8024553571428571
96,mmlu_abstract_algebra,96,fp,53,8,0.11509405699325725,0.7044106040266342,7,9.937385893945637,0,7,0.8024553571428571
97,mmlu_abstract_algebra,97,auto,45,8,0.11560807598289102,0.5610725019942038,7,12.476105984734776,7,0,0.8018973214285714
97,mmlu_abstract_algebra,97,ptq,45,8,0.11556126002687961,0.561653179989662,7,12.463207277004724,7,0,0.8018973214285714
97,mmlu_abstract_algebra,97,fp,45,8,0.11557322897715494,0.7043277629418299,7,9.938554701808805,0,7,0.8018973214285714
98,mmlu_abstract_algebra,98,auto,41,8,0.11428893299307674,0.5614418229670264,7,12.467899101294973,7,0,0.7890625
98,mmlu_abstract_algebra,98,ptq,41,8,0.11432957398938015,0.560355578083545,7,12.492068025699837,7,0,0.7890625
98,mmlu_abstract_algebra,98,fp,41,8,0.11397293204208836,0.7040871300850995,7,9.941951359278425,0,7,0.7890625
99,mmlu_abstract_algebra,99,auto,60,8,0.1191054760129191,0.5613733800128102,7,12.469419194476703,7,0,0.7684151785714286
99,mmlu_abstract_algebra,99,ptq,60,8,0.11898422800004482,0.5599174359813333,7,12.501843218601552,7,0,0.7684151785714286
99,mmlu_abstract_algebra,99,fp,60,8,0.11905014899093658,0.7049169350648299,7,9.930248021855544,0,7,0.7873883928571429
